Year,Units,display,Bundesland,GeoCode,Value
2019,percentage (%),a) time series,he,'060000000000',19.00
2006,percentage (%),a) time series,mv,'130000000000',2.00
2007,percentage (%),a) time series,mv,'130000000000',2.00
2008,percentage (%),a) time series,mv,'130000000000',3.00
2009,percentage (%),a) time series,mv,'130000000000',3.00
2010,percentage (%),a) time series,mv,'130000000000',4.00
2011,percentage (%),a) time series,mv,'130000000000',6.00
2012,percentage (%),a) time series,mv,'130000000000',7.00
2013,percentage (%),a) time series,mv,'130000000000',6.00
2014,percentage (%),a) time series,mv,'130000000000',8.00
2015,percentage (%),a) time series,mv,'130000000000',7.00
2016,percentage (%),a) time series,mv,'130000000000',6.00
2017,percentage (%),a) time series,mv,'130000000000',6.00
2018,percentage (%),a) time series,mv,'130000000000',6.00
2019,percentage (%),a) time series,mv,'130000000000',6.00
2006,percentage (%),a) time series,ni,'030000000000',25.00
2007,percentage (%),a) time series,ni,'030000000000',24.00
2008,percentage (%),a) time series,ni,'030000000000',23.00
2009,percentage (%),a) time series,ni,'030000000000',22.00
2010,percentage (%),a) time series,ni,'030000000000',22.00
2011,percentage (%),a) time series,ni,'030000000000',22.00
2012,percentage (%),a) time series,ni,'030000000000',21.00
2013,percentage (%),a) time series,ni,'030000000000',20.00
2014,percentage (%),a) time series,ni,'030000000000',22.00
2015,percentage (%),a) time series,ni,'030000000000',22.00
2016,percentage (%),a) time series,ni,'030000000000',21.00
2017,percentage (%),a) time series,ni,'030000000000',21.00
2018,percentage (%),a) time series,ni,'030000000000',21.00
2019,percentage (%),a) time series,ni,'030000000000',21.00
2006,percentage (%),a) time series,nw,'050000000000',24.00
2007,percentage (%),a) time series,nw,'050000000000',24.00
2008,percentage (%),a) time series,nw,'050000000000',24.00
2009,percentage (%),a) time series,nw,'050000000000',23.00
2010,percentage (%),a) time series,nw,'050000000000',23.00
2011,percentage (%),a) time series,nw,'050000000000',23.00
2012,percentage (%),a) time series,nw,'050000000000',24.00
2013,percentage (%),a) time series,nw,'050000000000',23.00
2014,percentage (%),a) time series,nw,'050000000000',23.00
2015,percentage (%),a) time series,nw,'050000000000',23.00
2016,percentage (%),a) time series,nw,'050000000000',22.00
2017,percentage (%),a) time series,nw,'050000000000',21.00
2018,percentage (%),a) time series,nw,'050000000000',20.00
2019,percentage (%),a) time series,nw,'050000000000',19.00
2006,percentage (%),a) time series,rp,'070000000000',21.00
2007,percentage (%),a) time series,rp,'070000000000',22.00
2008,percentage (%),a) time series,rp,'070000000000',22.00
2009,percentage (%),a) time series,rp,'070000000000',22.00
2010,percentage (%),a) time series,rp,'070000000000',22.00
2011,percentage (%),a) time series,rp,'070000000000',22.00
2012,percentage (%),a) time series,rp,'070000000000',22.00
2013,percentage (%),a) time series,rp,'070000000000',22.00
2014,percentage (%),a) time series,rp,'070000000000',21.00
2015,percentage (%),a) time series,rp,'070000000000',20.00
2016,percentage (%),a) time series,rp,'070000000000',20.00
2017,percentage (%),a) time series,rp,'070000000000',19.00
2018,percentage (%),a) time series,rp,'070000000000',18.00
2019,percentage (%),a) time series,rp,'070000000000',17.00
2006,percentage (%),a) time series,sl,'100000000000',24.00
2007,percentage (%),a) time series,sl,'100000000000',26.00
2008,percentage (%),a) time series,sl,'100000000000',26.00
2009,percentage (%),a) time series,sl,'100000000000',25.00
2010,percentage (%),a) time series,sl,'100000000000',25.00
2011,percentage (%),a) time series,sl,'100000000000',25.00
2012,percentage (%),a) time series,sl,'100000000000',25.00
2013,percentage (%),a) time series,sl,'100000000000',24.00
2014,percentage (%),a) time series,sl,'100000000000',23.00
2015,percentage (%),a) time series,sl,'100000000000',24.00
2016,percentage (%),a) time series,sl,'100000000000',24.00
2017,percentage (%),a) time series,sl,'100000000000',24.00
2018,percentage (%),a) time series,sl,'100000000000',23.00
2019,percentage (%),a) time series,sl,'100000000000',22.00
2006,percentage (%),a) time series,sn,'140000000000',9.00
2007,percentage (%),a) time series,sn,'140000000000',9.00
2008,percentage (%),a) time series,sn,'140000000000',9.00
2009,percentage (%),a) time series,sn,'140000000000',9.00
2010,percentage (%),a) time series,sn,'140000000000',9.00
2011,percentage (%),a) time series,sn,'140000000000',10.00
2012,percentage (%),a) time series,sn,'140000000000',11.00
2013,percentage (%),a) time series,sn,'140000000000',11.00
2014,percentage (%),a) time series,sn,'140000000000',11.00
2015,percentage (%),a) time series,sn,'140000000000',11.00
2016,percentage (%),a) time series,sn,'140000000000',10.00
2017,percentage (%),a) time series,sn,'140000000000',9.00
2018,percentage (%),a) time series,sn,'140000000000',8.00
2019,percentage (%),a) time series,sn,'140000000000',7.00
2006,percentage (%),a) time series,st,'150000000000',3.00
2007,percentage (%),a) time series,st,'150000000000',3.00
2008,percentage (%),a) time series,st,'150000000000',3.00
2009,percentage (%),a) time series,st,'150000000000',3.00
2010,percentage (%),a) time series,st,'150000000000',4.00
2011,percentage (%),a) time series,st,'150000000000',5.00
2012,percentage (%),a) time series,st,'150000000000',5.00
2013,percentage (%),a) time series,st,'150000000000',4.00
2014,percentage (%),a) time series,st,'150000000000',5.00
2015,percentage (%),a) time series,st,'150000000000',4.00
2016,percentage (%),a) time series,st,'150000000000',4.00
2017,percentage (%),a) time series,st,'150000000000',6.00
2018,percentage (%),a) time series,st,'150000000000',8.00
2019,percentage (%),a) time series,st,'150000000000',7.00
2006,percentage (%),a) time series,sh,'010000000000',18.00
2007,percentage (%),a) time series,sh,'010000000000',18.00
2008,percentage (%),a) time series,sh,'010000000000',19.00
2009,percentage (%),a) time series,sh,'010000000000',18.00
2010,percentage (%),a) time series,sh,'010000000000',18.00
2011,percentage (%),a) time series,sh,'010000000000',17.00
2012,percentage (%),a) time series,sh,'010000000000',18.00
2013,percentage (%),a) time series,sh,'010000000000',18.00
2014,percentage (%),a) time series,sh,'010000000000',17.00
2015,percentage (%),a) time series,sh,'010000000000',16.00
2016,percentage (%),a) time series,sh,'010000000000',16.00
2017,percentage (%),a) time series,sh,'010000000000',14.00
2018,percentage (%),a) time series,sh,'010000000000',14.00
2019,percentage (%),a) time series,sh,'010000000000',13.00
2006,percentage (%),a) time series,th,'160000000000',6.00
2007,percentage (%),a) time series,th,'160000000000',5.00
2008,percentage (%),a) time series,th,'160000000000',5.00
2009,percentage (%),a) time series,th,'160000000000',6.00
2010,percentage (%),a) time series,th,'160000000000',6.00
2011,percentage (%),a) time series,th,'160000000000',7.00
2012,percentage (%),a) time series,th,'160000000000',8.00
2013,percentage (%),a) time series,th,'160000000000',9.00
2014,percentage (%),a) time series,th,'160000000000',8.00
2015,percentage (%),a) time series,th,'160000000000',9.00
2016,percentage (%),a) time series,th,'160000000000',7.00
2017,percentage (%),a) time series,th,'160000000000',6.00
2018,percentage (%),a) time series,th,'160000000000',6.00
2019,percentage (%),a) time series,th,'160000000000',6.00
