Year,Units,sex,Bundesland,GeoCode,Value
2017,percentage (%),male,hh,code02,12.848759184603994
1999,percentage (%),male,he,code06,11.32193847564198
2003,percentage (%),male,he,code06,12.378994192202006
2005,percentage (%),male,he,code06,13.029043125414645
2009,percentage (%),male,he,code06,14.521890311666274
2013,percentage (%),male,he,code06,15.721420088731922
2017,percentage (%),male,he,code06,16.83691955951877
1999,percentage (%),male,mv,code13,13.705031056119356
2003,percentage (%),male,mv,code13,16.47069152944562
2005,percentage (%),male,mv,code13,17.0216047023875
2009,percentage (%),male,mv,code13,17.14765815141286
2013,percentage (%),male,mv,code13,18.03910471696532
2017,percentage (%),male,mv,code13,20.75894387255483
1999,percentage (%),male,ni,code03,10.325876128536992
2003,percentage (%),male,ni,code03,11.329842539881268
2005,percentage (%),male,ni,code03,12.226913202480883
2009,percentage (%),male,ni,code03,13.757605065704979
2013,percentage (%),male,ni,code03,15.225736281701634
2017,percentage (%),male,ni,code03,17.169475958847894
1999,percentage (%),male,nw,code05,11.00110792401644
2003,percentage (%),male,nw,code05,12.668220655639074
2005,percentage (%),male,nw,code05,13.359217281983582
2009,percentage (%),male,nw,code05,14.769501127665198
2013,percentage (%),male,nw,code05,16.443905082753155
2017,percentage (%),male,nw,code05,16.885967113263096
1999,percentage (%),male,rp,code07,11.72748597668282
2003,percentage (%),male,rp,code07,13.280673578672044
2005,percentage (%),male,rp,code07,14.264454460017939
2009,percentage (%),male,rp,code07,15.393599014634646
2013,percentage (%),male,rp,code07,17.157634062797925
2017,percentage (%),male,rp,code07,18.091110799193167
1999,percentage (%),male,sl,code10,9.54519843258425
2003,percentage (%),male,sl,code10,10.37011334519113
2005,percentage (%),male,sl,code10,13.872274886612846
2009,percentage (%),male,sl,code10,15.56191917384232
2013,percentage (%),male,sl,code10,16.36521582542641
2017,percentage (%),male,sl,code10,18.153944328216856
1999,percentage (%),male,sn,code14,11.485721641566704
2003,percentage (%),male,sn,code14,13.13965412120775
2005,percentage (%),male,sn,code14,12.945829231421351
2009,percentage (%),male,sn,code14,13.384418870563984
2013,percentage (%),male,sn,code14,14.27846031005854
2017,percentage (%),male,sn,code14,15.772196346582215
1999,percentage (%),male,st,code15,13.608507008071074
2003,percentage (%),male,st,code15,14.709500571100119
2005,percentage (%),male,st,code15,15.754770042814247
2009,percentage (%),male,st,code15,15.800804090164506
2013,percentage (%),male,st,code15,17.476719929781922
2017,percentage (%),male,st,code15,18.70576601583272
1999,percentage (%),male,sh,code01,10.10563829942901
2003,percentage (%),male,sh,code01,11.01872684943688
2005,percentage (%),male,sh,code01,12.484135524233205
2009,percentage (%),male,sh,code01,13.974266970688431
2013,percentage (%),male,sh,code01,14.949601826175556
2017,percentage (%),male,sh,code01,16.842606258004018
1999,percentage (%),male,th,code16,14.299598609245365
2003,percentage (%),male,th,code16,13.128561140229325
2005,percentage (%),male,th,code16,14.549347598187747
2009,percentage (%),male,th,code16,15.579156501954394
2013,percentage (%),male,th,code16,15.858221890664272
2017,percentage (%),male,th,code16,18.608092284592008
