Year,Units,display,Bundesland,GeoCode,Value
2004,percentage (%),a) time series,by,'code090000000000',2.93
2005,percentage (%),a) time series,by,'code090000000000',2.9
2006,percentage (%),a) time series,by,'code090000000000',2.97
2007,percentage (%),a) time series,by,'code090000000000',2.82
2008,percentage (%),a) time series,by,'code090000000000',3.02
2009,percentage (%),a) time series,by,'code090000000000',3.05
2010,percentage (%),a) time series,by,'code090000000000',3.01
2011,percentage (%),a) time series,by,'code090000000000',2.98
2012,percentage (%),a) time series,by,'code090000000000',3.08
2013,percentage (%),a) time series,by,'code090000000000',3.11
2014,percentage (%),a) time series,by,'code090000000000',3.13
2015,percentage (%),a) time series,by,'code090000000000',3.13
2016,percentage (%),a) time series,by,'code090000000000',3.13
2017,percentage (%),a) time series,by,'code090000000000',3.11
2018,percentage (%),a) time series,by,'code090000000000',3.19
2000,percentage (%),a) time series,be,'code110000000000',3.4
2001,percentage (%),a) time series,be,'code110000000000',3.79
2002,percentage (%),a) time series,be,'code110000000000',3.89
2003,percentage (%),a) time series,be,'code110000000000',3.68
2004,percentage (%),a) time series,be,'code110000000000',3.68
2005,percentage (%),a) time series,be,'code110000000000',3.49
2006,percentage (%),a) time series,be,'code110000000000',3.54
2007,percentage (%),a) time series,be,'code110000000000',3.03
2008,percentage (%),a) time series,be,'code110000000000',3.17
2009,percentage (%),a) time series,be,'code110000000000',3.38
2010,percentage (%),a) time series,be,'code110000000000',3.44
2011,percentage (%),a) time series,be,'code110000000000',3.34
2012,percentage (%),a) time series,be,'code110000000000',3.44
2013,percentage (%),a) time series,be,'code110000000000',3.56
2014,percentage (%),a) time series,be,'code110000000000',3.61
2015,percentage (%),a) time series,be,'code110000000000',3.53
2016,percentage (%),a) time series,be,'code110000000000',3.42
2017,percentage (%),a) time series,be,'code110000000000',3.42
2018,percentage (%),a) time series,be,'code110000000000',3.51
2000,percentage (%),a) time series,bb,'code120000000000',1.44
2001,percentage (%),a) time series,bb,'code120000000000',1.44
2002,percentage (%),a) time series,bb,'code120000000000',1.36
2003,percentage (%),a) time series,bb,'code120000000000',1.18
2004,percentage (%),a) time series,bb,'code120000000000',1.24
2005,percentage (%),a) time series,bb,'code120000000000',1.18
2006,percentage (%),a) time series,bb,'code120000000000',1.23
2007,percentage (%),a) time series,bb,'code120000000000',1.23
2008,percentage (%),a) time series,bb,'code120000000000',1.32
2009,percentage (%),a) time series,bb,'code120000000000',1.4
2010,percentage (%),a) time series,bb,'code120000000000',1.43
2011,percentage (%),a) time series,bb,'code120000000000',1.66
2012,percentage (%),a) time series,bb,'code120000000000',1.65
2013,percentage (%),a) time series,bb,'code120000000000',1.55
2014,percentage (%),a) time series,bb,'code120000000000',1.58
2015,percentage (%),a) time series,bb,'code120000000000',1.67
2016,percentage (%),a) time series,bb,'code120000000000',1.73
2017,percentage (%),a) time series,bb,'code120000000000',1.71
2018,percentage (%),a) time series,bb,'code120000000000',1.7
2000,percentage (%),a) time series,hb,'code040000000000',2.12
2001,percentage (%),a) time series,hb,'code040000000000',2.12
2002,percentage (%),a) time series,hb,'code040000000000',2.26
2003,percentage (%),a) time series,hb,'code040000000000',2.63
2004,percentage (%),a) time series,hb,'code040000000000',2.64
2005,percentage (%),a) time series,hb,'code040000000000',2.17
2006,percentage (%),a) time series,hb,'code040000000000',2.2
2007,percentage (%),a) time series,hb,'code040000000000',2.17
2008,percentage (%),a) time series,hb,'code040000000000',2.41
2009,percentage (%),a) time series,hb,'code040000000000',2.65
2010,percentage (%),a) time series,hb,'code040000000000',2.67
2011,percentage (%),a) time series,hb,'code040000000000',2.76
2012,percentage (%),a) time series,hb,'code040000000000',2.65
2013,percentage (%),a) time series,hb,'code040000000000',2.75
2014,percentage (%),a) time series,hb,'code040000000000',2.86
2015,percentage (%),a) time series,hb,'code040000000000',2.86
2016,percentage (%),a) time series,hb,'code040000000000',2.9
2017,percentage (%),a) time series,hb,'code040000000000',2.82
2018,percentage (%),a) time series,hb,'code040000000000',2.88
2000,percentage (%),a) time series,hh,'code020000000000',1.68
2001,percentage (%),a) time series,hh,'code020000000000',1.38
2002,percentage (%),a) time series,hh,'code020000000000',1.35
2003,percentage (%),a) time series,hh,'code020000000000',1.72
2004,percentage (%),a) time series,hh,'code020000000000',1.62
2005,percentage (%),a) time series,hh,'code020000000000',1.78
2006,percentage (%),a) time series,hh,'code020000000000',1.85
2007,percentage (%),a) time series,hh,'code020000000000',1.82
2008,percentage (%),a) time series,hh,'code020000000000',1.93
2009,percentage (%),a) time series,hh,'code020000000000',2.12
2010,percentage (%),a) time series,hh,'code020000000000',2.11
2011,percentage (%),a) time series,hh,'code020000000000',2.22
2012,percentage (%),a) time series,hh,'code020000000000',2.27
2013,percentage (%),a) time series,hh,'code020000000000',2.28
2014,percentage (%),a) time series,hh,'code020000000000',2.37
2015,percentage (%),a) time series,hh,'code020000000000',2.24
2016,percentage (%),a) time series,hh,'code020000000000',2.27
2017,percentage (%),a) time series,hh,'code020000000000',2.17
2018,percentage (%),a) time series,hh,'code020000000000',2.22
2000,percentage (%),a) time series,he,'code060000000000',2.46
2001,percentage (%),a) time series,he,'code060000000000',2.31
2002,percentage (%),a) time series,he,'code060000000000',2.36
2003,percentage (%),a) time series,he,'code060000000000',2.47
2004,percentage (%),a) time series,he,'code060000000000',2.45
2005,percentage (%),a) time series,he,'code060000000000',2.47
2006,percentage (%),a) time series,he,'code060000000000',2.56
2007,percentage (%),a) time series,he,'code060000000000',2.51
2008,percentage (%),a) time series,he,'code060000000000',2.71
2009,percentage (%),a) time series,he,'code060000000000',2.97
2010,percentage (%),a) time series,he,'code060000000000',2.99
2011,percentage (%),a) time series,he,'code060000000000',2.88
2012,percentage (%),a) time series,he,'code060000000000',3.02
2013,percentage (%),a) time series,he,'code060000000000',2.82
2014,percentage (%),a) time series,he,'code060000000000',2.88
2015,percentage (%),a) time series,he,'code060000000000',2.84
2016,percentage (%),a) time series,he,'code060000000000',2.85
2017,percentage (%),a) time series,he,'code060000000000',2.94
2018,percentage (%),a) time series,he,'code060000000000',3.02
2000,percentage (%),a) time series,mv,'code130000000000',1.05
2001,percentage (%),a) time series,mv,'code130000000000',1.18
2002,percentage (%),a) time series,mv,'code130000000000',1.21
2003,percentage (%),a) time series,mv,'code130000000000',1.36
2004,percentage (%),a) time series,mv,'code130000000000',1.4
2005,percentage (%),a) time series,mv,'code130000000000',1.48
2006,percentage (%),a) time series,mv,'code130000000000',1.43
2007,percentage (%),a) time series,mv,'code130000000000',1.4
2008,percentage (%),a) time series,mv,'code130000000000',1.54
2009,percentage (%),a) time series,mv,'code130000000000',1.84
2010,percentage (%),a) time series,mv,'code130000000000',1.99
2011,percentage (%),a) time series,mv,'code130000000000',2.05
2012,percentage (%),a) time series,mv,'code130000000000',2.11
2013,percentage (%),a) time series,mv,'code130000000000',1.82
2014,percentage (%),a) time series,mv,'code130000000000',1.86
2015,percentage (%),a) time series,mv,'code130000000000',1.87
2016,percentage (%),a) time series,mv,'code130000000000',1.85
2017,percentage (%),a) time series,mv,'code130000000000',1.79
2018,percentage (%),a) time series,mv,'code130000000000',1.81
2000,percentage (%),a) time series,ni,'code030000000000',2.29
2001,percentage (%),a) time series,ni,'code030000000000',2.43
2002,percentage (%),a) time series,ni,'code030000000000',2.56
2003,percentage (%),a) time series,ni,'code030000000000',2.83
2004,percentage (%),a) time series,ni,'code030000000000',2.77
2005,percentage (%),a) time series,ni,'code030000000000',2.22
2006,percentage (%),a) time series,ni,'code030000000000',2.17
2007,percentage (%),a) time series,ni,'code030000000000',2.39
2008,percentage (%),a) time series,ni,'code030000000000',2.53
2009,percentage (%),a) time series,ni,'code030000000000',2.61
2010,percentage (%),a) time series,ni,'code030000000000',2.53
2011,percentage (%),a) time series,ni,'code030000000000',2.7
2012,percentage (%),a) time series,ni,'code030000000000',2.76
2013,percentage (%),a) time series,ni,'code030000000000',2.83
2014,percentage (%),a) time series,ni,'code030000000000',2.84
2015,percentage (%),a) time series,ni,'code030000000000',3.39
2016,percentage (%),a) time series,ni,'code030000000000',3.27
2017,percentage (%),a) time series,ni,'code030000000000',3.12
2018,percentage (%),a) time series,ni,'code030000000000',3.13
2000,percentage (%),a) time series,nw,'code050000000000',1.78
2001,percentage (%),a) time series,nw,'code050000000000',1.71
2002,percentage (%),a) time series,nw,'code050000000000',1.76
2003,percentage (%),a) time series,nw,'code050000000000',1.75
2004,percentage (%),a) time series,nw,'code050000000000',1.72
2005,percentage (%),a) time series,nw,'code050000000000',1.75
2006,percentage (%),a) time series,nw,'code050000000000',1.78
2007,percentage (%),a) time series,nw,'code050000000000',1.73
2008,percentage (%),a) time series,nw,'code050000000000',1.82
2009,percentage (%),a) time series,nw,'code050000000000',1.97
2010,percentage (%),a) time series,nw,'code050000000000',1.99
2011,percentage (%),a) time series,nw,'code050000000000',2.0
2012,percentage (%),a) time series,nw,'code050000000000',2.09
2013,percentage (%),a) time series,nw,'code050000000000',1.98
2014,percentage (%),a) time series,nw,'code050000000000',2.03
2015,percentage (%),a) time series,nw,'code050000000000',1.99
2016,percentage (%),a) time series,nw,'code050000000000',2.03
2017,percentage (%),a) time series,nw,'code050000000000',2.13
2018,percentage (%),a) time series,nw,'code050000000000',2.19
2000,percentage (%),a) time series,rp,'code070000000000',2.22
2001,percentage (%),a) time series,rp,'code070000000000',1.94
2002,percentage (%),a) time series,rp,'code070000000000',1.92
2003,percentage (%),a) time series,rp,'code070000000000',1.75
2004,percentage (%),a) time series,rp,'code070000000000',1.71
2005,percentage (%),a) time series,rp,'code070000000000',1.68
2006,percentage (%),a) time series,rp,'code070000000000',1.77
2007,percentage (%),a) time series,rp,'code070000000000',1.81
2008,percentage (%),a) time series,rp,'code070000000000',1.91
2009,percentage (%),a) time series,rp,'code070000000000',2.03
2010,percentage (%),a) time series,rp,'code070000000000',2.05
2011,percentage (%),a) time series,rp,'code070000000000',2.03
2012,percentage (%),a) time series,rp,'code070000000000',2.05
2013,percentage (%),a) time series,rp,'code070000000000',2.16
2014,percentage (%),a) time series,rp,'code070000000000',2.16
2015,percentage (%),a) time series,rp,'code070000000000',2.39
2016,percentage (%),a) time series,rp,'code070000000000',2.47
2017,percentage (%),a) time series,rp,'code070000000000',2.5
2018,percentage (%),a) time series,rp,'code070000000000',2.56
2000,percentage (%),a) time series,sl,'code100000000000',0.97
2001,percentage (%),a) time series,sl,'code100000000000',1.04
2002,percentage (%),a) time series,sl,'code100000000000',1.02
2003,percentage (%),a) time series,sl,'code100000000000',1.06
2004,percentage (%),a) time series,sl,'code100000000000',1.05
2005,percentage (%),a) time series,sl,'code100000000000',1.03
2006,percentage (%),a) time series,sl,'code100000000000',1.0
2007,percentage (%),a) time series,sl,'code100000000000',1.04
2008,percentage (%),a) time series,sl,'code100000000000',1.12
2009,percentage (%),a) time series,sl,'code100000000000',1.26
2010,percentage (%),a) time series,sl,'code100000000000',1.3
2011,percentage (%),a) time series,sl,'code100000000000',1.48
2012,percentage (%),a) time series,sl,'code100000000000',1.47
2013,percentage (%),a) time series,sl,'code100000000000',1.46
2014,percentage (%),a) time series,sl,'code100000000000',1.42
2015,percentage (%),a) time series,sl,'code100000000000',1.57
2016,percentage (%),a) time series,sl,'code100000000000',1.56
2017,percentage (%),a) time series,sl,'code100000000000',1.76
2018,percentage (%),a) time series,sl,'code100000000000',1.75
2000,percentage (%),a) time series,sn,'code140000000000',2.42
2001,percentage (%),a) time series,sn,'code140000000000',2.41
2002,percentage (%),a) time series,sn,'code140000000000',2.4
2003,percentage (%),a) time series,sn,'code140000000000',2.25
2004,percentage (%),a) time series,sn,'code140000000000',2.2
2005,percentage (%),a) time series,sn,'code140000000000',2.38
2006,percentage (%),a) time series,sn,'code140000000000',2.32
2007,percentage (%),a) time series,sn,'code140000000000',2.6
2008,percentage (%),a) time series,sn,'code140000000000',2.8
2009,percentage (%),a) time series,sn,'code140000000000',2.74
2010,percentage (%),a) time series,sn,'code140000000000',2.79
2011,percentage (%),a) time series,sn,'code140000000000',2.8
2012,percentage (%),a) time series,sn,'code140000000000',2.8
2013,percentage (%),a) time series,sn,'code140000000000',2.76
2014,percentage (%),a) time series,sn,'code140000000000',2.64
2015,percentage (%),a) time series,sn,'code140000000000',2.73
2016,percentage (%),a) time series,sn,'code140000000000',2.74
2017,percentage (%),a) time series,sn,'code140000000000',2.81
2018,percentage (%),a) time series,sn,'code140000000000',2.89
2000,percentage (%),a) time series,st,'code150000000000',1.4
2001,percentage (%),a) time series,st,'code150000000000',1.31
2002,percentage (%),a) time series,st,'code150000000000',1.24
2003,percentage (%),a) time series,st,'code150000000000',1.2
2004,percentage (%),a) time series,st,'code150000000000',1.16
2005,percentage (%),a) time series,st,'code150000000000',1.22
2006,percentage (%),a) time series,st,'code150000000000',1.2
2007,percentage (%),a) time series,st,'code150000000000',1.18
2008,percentage (%),a) time series,st,'code150000000000',1.2
2009,percentage (%),a) time series,st,'code150000000000',1.38
2010,percentage (%),a) time series,st,'code150000000000',1.41
2011,percentage (%),a) time series,st,'code150000000000',1.48
2012,percentage (%),a) time series,st,'code150000000000',1.4
2013,percentage (%),a) time series,st,'code150000000000',1.42
2014,percentage (%),a) time series,st,'code150000000000',1.45
2015,percentage (%),a) time series,st,'code150000000000',1.41
2016,percentage (%),a) time series,st,'code150000000000',1.46
2017,percentage (%),a) time series,st,'code150000000000',1.52
2018,percentage (%),a) time series,st,'code150000000000',1.59
2000,percentage (%),a) time series,sh,'code010000000000',1.09
2001,percentage (%),a) time series,sh,'code010000000000',1.14
2002,percentage (%),a) time series,sh,'code010000000000',1.21
2003,percentage (%),a) time series,sh,'code010000000000',1.15
2004,percentage (%),a) time series,sh,'code010000000000',1.09
2005,percentage (%),a) time series,sh,'code010000000000',1.15
2006,percentage (%),a) time series,sh,'code010000000000',1.21
2007,percentage (%),a) time series,sh,'code010000000000',1.19
2008,percentage (%),a) time series,sh,'code010000000000',1.24
2009,percentage (%),a) time series,sh,'code010000000000',1.3
2010,percentage (%),a) time series,sh,'code010000000000',1.32
2011,percentage (%),a) time series,sh,'code010000000000',1.42
2012,percentage (%),a) time series,sh,'code010000000000',1.45
2013,percentage (%),a) time series,sh,'code010000000000',1.5
2014,percentage (%),a) time series,sh,'code010000000000',1.55
2015,percentage (%),a) time series,sh,'code010000000000',1.5
2016,percentage (%),a) time series,sh,'code010000000000',1.53
2017,percentage (%),a) time series,sh,'code010000000000',1.58
2018,percentage (%),a) time series,sh,'code010000000000',1.64
2000,percentage (%),a) time series,th,'code160000000000',1.73
2001,percentage (%),a) time series,th,'code160000000000',2.07
2002,percentage (%),a) time series,th,'code160000000000',2.16
2003,percentage (%),a) time series,th,'code160000000000',1.92
2004,percentage (%),a) time series,th,'code160000000000',1.92
2005,percentage (%),a) time series,th,'code160000000000',1.9
2006,percentage (%),a) time series,th,'code160000000000',1.91
2007,percentage (%),a) time series,th,'code160000000000',1.89
2008,percentage (%),a) time series,th,'code160000000000',2.05
2009,percentage (%),a) time series,th,'code160000000000',2.19
2010,percentage (%),a) time series,th,'code160000000000',2.18
2011,percentage (%),a) time series,th,'code160000000000',2.14
2012,percentage (%),a) time series,th,'code160000000000',2.2
2013,percentage (%),a) time series,th,'code160000000000',2.17
2014,percentage (%),a) time series,th,'code160000000000',2.13
2015,percentage (%),a) time series,th,'code160000000000',2.05
2016,percentage (%),a) time series,th,'code160000000000',2.07
2017,percentage (%),a) time series,th,'code160000000000',2.23
2018,percentage (%),a) time series,th,'code160000000000',2.29
